15726a7e-7766-4c76-91d0-152949d0c99b,This is the item title,True
79712870-3912-448c-bc68-86e5e6658c3e,Another one,True
04d92554-7c5a-400d-b3a2-48a8b0a62e2d,"The third one, this time for real!",True
b45c8ebd-7e19-4a8b-93c8-f2294c1fc551,New item,False
e6533e9e-a0f0-4fb3-9cb0-b64dea2e3c94,New item,False
3d3a033d-f775-4cc9-9a9b-0de7ed9c1300,New item,False
9025a495-0a71-4ce5-8d20-0e7badca5e5e,New item,False
08b62b73-f102-4084-b750-9d4f4914f6b0,New item,False
5076f55e-0656-4615-9574-537ef2e4318c,New item,False
4bd68f42-f8f3-446e-a621-61d6eef0e25b,New item,False
7f449089-94b6-40ad-8e15-b63a02f966a0,New item,False
92fdaa2f-32ba-4d17-8b96-03d024a8616e,New item,False
b77a1402-397a-476b-a421-1ba4cdbe46b5,New item,False
f0c43fed-fa2a-42f1-9a97-dbb3ec39c0f4,New item,False
ee7da0b9-e227-4dd3-9668-a17c583e9bbc,New item,False
